TYPEID,TIME,ACTIVITYID
12103,2457,4
12103,5616,5
12104,9360,1
12104,3276,3
12104,3276,4
12104,7488,5
12105,11700,1
12105,4095,3
12105,4095,4
12105,9360,5
12109,2100,1
12109,735,3
12109,735,4
12109,1680,5
12109,36000,8
12218,1800,1
12218,630,3
12218,630,4
12218,1440,5
12218,30900,8
12220,36000,1
12220,12600,3
12220,12600,4
12220,28800,5
12222,4680,1
12222,1638,3
12222,1638,4
12222,3744,5
12224,93600,1
12224,32760,3
12224,32760,4
12224,74880,5
12226,2700,1
12226,945,3
12226,945,4
12226,2160,5
12226,51000,8
12258,1800,1
12258,630,3
12258,630,4
12258,1440,5
12258,30900,8
12260,4680,1
12260,1638,3
12260,1638,4
12260,3744,5
12262,2700,1
12262,945,3
12262,945,4
12262,2160,5
12262,51000,8
12264,7020,1
12264,2457,3
12264,2457,4
12264,5616,5
12266,1800,1
12266,630,3
12266,630,4
12266,1440,5
12266,30900,8
12268,4680,1
12268,1638,3
12268,1638,4
12268,3744,5
12270,2700,1
12270,945,3
12270,945,4
12270,2160,5
12270,51000,8
12272,7020,1
12272,2457,3
12272,2457,4
12272,5616,5
12275,900,1
12275,315,3
12275,315,4
12275,720,5
12275,13800,8
12297,1500,1
12297,525,3
12297,525,4
12297,1200,5
12297,81300,8
12300,3000,1
12300,1050,3
12300,1050,4
12300,2400,5
12300,178800,8
12301,4500,1
12301,1575,3
12301,1575,4
12301,3600,5
12301,268200,8
12345,1800,1
12345,630,3
12345,630,4
12345,1440,5
12345,30900,8
12347,4680,1
12347,1638,3
12347,1638,4
12347,3744,5
12355,2700,1
12355,945,3
12355,945,4
12355,2160,5
12355,51000,8
12357,7020,1
12357,2457,3
12357,2457,4
12357,5616,5
12553,4800,1
12553,168,3
12553,168,4
12553,3840,5
12558,4800,1
12558,168,3
12558,168,4
12558,3840,5
12560,4800,1
12560,168,3
12560,168,4
12560,3840,5
12562,4800,1
12562,168,3
12562,168,4
12562,3840,5
12564,4800,1
12564,168,3
12564,168,4
12564,3840,5
12566,4800,1
12566,168,3
12566,168,4
12566,3840,5
12609,4800,1
12609,168,3
12609,168,4
12609,3840,5
12611,4800,1
12611,168,3
12611,168,4
12611,3840,5
12613,4800,1
12613,168,3
12613,168,4
12613,3840,5
12615,4800,1
12615,168,3
12615,168,4
12615,3840,5
12617,4800,1
12617,168,3
12617,168,4
12617,3840,5
12619,4800,1
12619,168,3
12619,168,4
12619,3840,5
12621,4800,1
12621,168,3
12621,168,4
12621,3840,5
12626,4800,1
12626,168,3
12626,168,4
12626,3840,5
12628,4800,1
12628,168,3
12628,168,4
12628,3840,5
12630,4800,1
12630,168,3
12630,168,4
12630,3840,5
12632,4800,1
12632,168,3
12632,168,4
12632,3840,5
12634,4800,1
12634,168,3
12634,168,4
12634,3840,5
12710,1800,1
12710,630,3
12710,630,4
12710,1440,5
12710,30900,8
12712,900,1
12712,315,3
12712,315,4
12712,720,5
12714,1800,1
12714,630,3
12714,630,4
12714,1440,5
12716,2700,1
12716,945,3
12716,945,4
12716,2160,5
12718,2700,1
12718,945,3
12718,945,4
12718,2160,5
12730,240000,1
12730,84000,3
12730,84000,4
12730,192000,5
12732,240000,1
12732,84000,3
12732,84000,4
12732,192000,5
12734,240000,1
12734,84000,3
12734,84000,4
12734,192000,5
12736,240000,1
12736,84000,3
12736,84000,4
12736,192000,5
12744,240000,1
12744,84000,3
12744,84000,4
12744,192000,5
12746,240000,1
12746,84000,3
12746,84000,4
12746,192000,5
12748,240000,1
12748,84000,3
12748,84000,4
12748,192000,5
12754,240000,1
12754,84000,3
12754,84000,4
12754,192000,5
12762,14400,1
12762,504,3
12762,504,4
12762,11520,5
12764,14400,1
12764,504,3
12764,504,4
12764,11520,5
12766,14400,1
12766,504,3
12766,504,4
12766,11520,5
12768,9600,1
12768,336,3
12768,336,4
12768,7680,5
12770,9600,1
12770,336,3
12770,336,4
12770,7680,5
12772,9600,1
12772,336,3
12772,336,4
12772,7680,5
12774,9600,1
12774,336,3
12774,336,4
12774,7680,5
12776,14400,1
12776,504,3
12776,504,4
12776,11520,5
12778,9600,1
12778,336,3
12778,336,4
12778,7680,5
12780,14400,1
12780,504,3
12780,504,4
12780,11520,5
12782,9600,1
12782,336,3
12782,336,4
12782,7680,5
12784,14400,1
12784,504,3
12784,504,4
12784,11520,5
12786,9600,1
12786,336,3
12786,336,4
12786,7680,5
12788,14400,1
12788,504,3
12788,504,4
12788,11520,5
12790,9600,1
12790,336,3
12790,336,4
12790,7680,5
12792,14400,1
12792,504,3
12792,504,4
12792,11520,5
12794,9600,1
12794,336,3
12794,336,4
12794,7680,5
12796,14400,1
12796,504,3
12796,504,4
12796,11520,5
12798,9600,1
12798,336,3
12798,336,4
12798,7680,5
12800,14400,1
12800,504,3
12800,504,4
12800,11520,5
12802,9600,1
12802,336,3
12802,336,4
12802,7680,5
12804,14400,1
12804,504,3
12804,504,4
12804,11520,5
12806,9600,1
12806,336,3
12806,336,4
12806,7680,5
12808,14400,1
12808,504,3
12808,504,4
12808,11520,5
12811,9600,1
12811,336,3
12811,336,4
12811,7680,5
12813,14400,1
12813,504,3
12813,504,4
12813,11520,5
12815,9600,1
12815,336,3
12815,336,4
12815,7680,5
12817,14400,1
12817,504,3
12817,504,4
12817,11520,5
12819,9600,1
12819,336,3
12819,336,4
12819,7680,5
12821,14400,1
12821,504,3
12821,504,4
12821,11520,5
12823,9600,1
12823,336,3
12823,336,4
12823,7680,5
12825,14400,1
12825,504,3
12825,504,4
12825,11520,5
12827,9600,1
12827,336,3
12827,336,4
12827,7680,5
12829,14400,1
12829,504,3
12829,504,4
12829,11520,5
12831,9600,1
12831,336,3
12831,336,4
12831,7680,5
12833,14400,1
12833,504,3
12833,504,4
12833,11520,5
13000,4500,1
13000,1575,3
13000,1575,4
13000,3600,5
13000,72300,8
13002,2340,1
13002,819,3
13002,819,4
13002,1872,5
13004,2340,1
13004,819,3
13004,819,4
13004,1872,5
13203,18000,1
13203,6300,3
13203,6300,4
13203,14400,5
13321,2700,1
13321,945,3
13321,945,4
13321,2160,5
13321,51000,8
15509,600,1
15509,210,3
15509,210,4
15509,480,5
15509,15900,8
15511,600,1
15511,210,3
15511,210,4
15511,480,5
15511,15900,8
15676,900,1
15676,315,3
15676,315,4
15676,720,5
15678,900,1
15678,315,3
15678,315,4
15678,720,5
15682,900,1
15682,315,3
15682,315,4
15682,720,5
15684,900,1
15684,315,3
15684,315,4
15684,720,5
15686,900,1
15686,315,3
15686,315,4
15686,720,5
15688,900,1
15688,315,3
15688,315,4
15688,720,5
15690,900,1
15690,315,3
15690,315,4
15690,720,5
15692,900,1
15692,315,3
15692,315,4
15692,720,5
15694,900,1
15694,315,3
15694,315,4
15694,720,5
15696,900,1
15696,315,3
15696,315,4
15696,720,5
15698,900,1
15698,315,3
15698,315,4
15698,720,5
15700,900,1
15700,315,3
15700,315,4
15700,720,5
15702,900,1
15702,315,3
15702,315,4
15702,720,5
15704,900,1
15704,315,3
15704,315,4
15704,720,5
15706,900,1
15706,315,3
15706,315,4
15706,720,5
15708,900,1
15708,315,3
15708,315,4
15708,720,5
15710,900,1
15710,315,3
15710,315,4
15710,720,5
15712,900,1
15712,315,3
15712,315,4
15712,720,5
15714,900,1
15714,315,3
15714,315,4
15714,720,5
15716,900,1
15716,315,3
15716,315,4
15716,720,5
15718,900,1
15718,315,3
15718,315,4
15718,720,5
15720,900,1
15720,315,3
15720,315,4
15720,720,5
15722,900,1
15722,315,3
15722,315,4
15722,720,5
15724,900,1
15724,315,3
15724,315,4
15724,720,5
15726,900,1
15726,315,3
15726,315,4
15726,720,5
15728,900,1
15728,315,3
15728,315,4
15728,720,5
15730,900,1
15730,315,3
15730,315,4
15730,720,5
15732,900,1
15732,315,3
15732,315,4
15732,720,5
15734,900,1
15734,315,3
15734,315,4
15734,720,5
15736,900,1
15736,315,3
15736,315,4
15736,720,5
15738,900,1
15738,315,3
15738,315,4
15738,720,5
15740,900,1
15740,315,3
15740,315,4
15740,720,5
15748,900,1
15748,315,3
15748,315,4
15748,720,5
15750,900,1
15750,315,3
15750,315,4
15750,720,5
15752,1800,1
15752,630,3
15752,630,4
15752,1440,5
15754,1800,1
15754,630,3
15754,630,4
15754,1440,5
15756,2700,1
15756,945,3
15756,945,4
15756,2160,5
15758,2700,1
15758,945,3
15758,945,4
15758,2160,5
15760,900,1
15760,315,3
15760,315,4
15760,720,5
15762,900,1
15762,315,3
15762,315,4
15762,720,5
15765,1800,1
15765,630,3
15765,630,4
15765,1440,5
15767,1800,1
15767,630,3
15767,630,4
15767,1440,5
15769,2700,1
15769,945,3
15769,945,4
15769,2160,5
15771,2700,1
15771,945,3
15771,945,4
15771,2160,5
15773,900,1
15773,315,3
15773,315,4
15773,720,5
15777,1800,1
15777,630,3
15777,630,4
15777,1440,5
15779,2700,1
15779,945,3
15779,945,4
15779,2160,5
15781,900,1
15781,315,3
15781,315,4
15781,720,5
15783,900,1
15783,315,3
15783,315,4
15783,720,5
15785,1800,1
15785,630,3
15785,630,4
15785,1440,5
15787,2700,1
15787,945,3
15787,945,4
15787,2160,5
15789,1800,1
15789,630,3
15789,630,4
15789,1440,5
15791,4500,1
15791,1575,3
15791,1575,4
15791,3600,5
15793,1800,1
15793,630,3
15793,630,4
15793,1440,5
15795,900,1
15795,315,3
15795,315,4
15795,720,5
15797,1800,1
15797,630,3
15797,630,4
15797,1440,5
15799,2700,1
15799,945,3
15799,945,4
15799,2160,5
15801,900,1
15801,315,3
15801,315,4
15801,720,5
15803,1800,1
15803,630,3
15803,630,4
15803,1440,5
15805,2700,1
15805,945,3
15805,945,4
15805,2160,5
15807,900,1
15807,315,3
15807,315,4
15807,720,5
15809,900,1
15809,315,3
15809,315,4
15809,720,5
15811,900,1
15811,315,3
15811,315,4
15811,720,5
15819,2700,1
15819,945,3
15819,945,4
15819,2160,5
15822,1800,1
15822,630,3
15822,630,4
15822,1440,5
15839,2700,1
15839,945,3
15839,945,4
15839,2160,5
15842,1800,1
15842,630,3
15842,630,4
15842,1440,5
15876,900,1
15876,315,3
15876,315,4
15876,720,5
15878,1800,1
15878,630,3
15878,630,4
15878,1440,5
15880,2700,1
15880,945,3
15880,945,4
15880,2160,5
15882,900,1
15882,315,3
15882,315,4
15882,720,5
15884,1800,1
15884,630,3
15884,630,4
15884,1440,5
15886,2700,1
15886,945,3
15886,945,4
15886,2160,5
15888,1800,1
15888,630,3
15888,630,4
15888,1440,5
15890,1800,1
15890,630,3
15890,630,4
15890,1440,5
15892,1800,1
15892,630,3
15892,630,4
15892,1440,5
15894,1800,1
15894,630,3
15894,630,4
15894,1440,5
15896,900,1
15896,315,3
15896,315,4
15896,720,5
15906,1800,1
15906,630,3
15906,630,4
15906,1440,5
15908,1800,1
15908,630,3
15908,630,4
15908,1440,5
15910,1800,1
15910,630,3
15910,630,4
15910,1440,5
15912,1800,1
15912,630,3
15912,630,4
15912,1440,5
15914,1800,1
15914,630,3
15914,630,4
15914,1440,5
15916,1800,1
15916,630,3
15916,630,4
15916,1440,5
15918,1800,1
15918,630,3
15918,630,4
15918,1440,5
15920,1800,1
15920,630,3
15920,630,4
15920,1440,5
15922,1800,1
15922,630,3
15922,630,4
15922,1440,5
15924,1800,1
15924,630,3
15924,630,4
15924,1440,5
15926,900,1
15926,315,3
15926,315,4
15926,720,5
15928,900,1
15928,315,3
15928,315,4
15928,720,5
15930,1800,1
15930,630,3
15930,630,4
15930,1440,5
15932,2700,1
15932,945,3
15932,945,4
15932,2160,5
15936,900,1
15936,315,3
15936,315,4
15936,720,5
15938,1800,1
15938,630,3
15938,630,4
15938,1440,5
15940,2700,1
15940,945,3
15940,945,4
15940,2160,5
15942,900,1
15942,315,3
15942,315,4
15942,720,5
15946,1800,1
15946,630,3
15946,630,4
15946,1440,5
15948,2700,1
15948,945,3
15948,945,4
15948,2160,5
15950,900,1
15950,315,3
15950,315,4
15950,720,5
15954,1800,1
15954,630,3
15954,630,4
15954,1440,5
15956,2700,1
15956,945,3
15956,945,4
15956,2160,5
15958,900,1
15958,315,3
15958,315,4
15958,720,5
15960,900,1
15960,315,3
15960,315,4
15960,720,5
15962,1800,1
15962,630,3
15962,630,4
15962,1440,5
15964,2700,1
15964,945,3
15964,945,4
15964,2160,5
15966,900,1
15966,315,3
15966,315,4
15966,720,5
15968,1800,1
15968,630,3
15968,630,4
15968,1440,5
16029,7020,1
16029,2457,3
16029,2457,4
16029,5616,5
16032,2340,1
16032,819,3
16032,819,4
16032,1872,5
16063,2700,1
16063,945,3
16063,945,4
16063,2160,5
16066,900,1
16066,315,3
16066,315,4
16066,720,5
16228,15000,1
16228,5250,3
16228,5250,4
16228,12000,5
16228,160200,8
16230,15000,1
16230,5250,3
16230,5250,4
16230,12000,5
16230,160200,8
16232,15000,1
16232,5250,3
16232,5250,4
16232,12000,5
16232,160200,8
16234,15000,1
16234,5250,3
16234,5250,4
16234,12000,5
16234,160200,8
16237,9000,1
16237,3150,3
16237,3150,4
16237,7200,5
16237,96000,8
16239,9000,1
16239,3150,3
16239,3150,4
16239,7200,5
16239,96000,8
16241,9000,1
16241,3150,3
16241,3150,4
16241,7200,5
16241,96000,8
16243,9000,1
16243,3150,3
16243,3150,4
16243,7200,5
16243,96000,8
16279,2100,1
16279,735,3
16279,735,4
16279,1680,5
16279,36000,8
17322,150,1
17322,105,3
17322,105,4
17322,120,5
17323,25,1
17323,105,3
17323,105,4
17323,20,5
17324,150,1
17324,105,3
17324,105,4
17324,120,5
17325,75,1
17325,105,3
17325,105,4
17325,60,5
17326,150,1
17326,105,3
17326,105,4
17326,120,5
17327,150,1
17327,105,3
17327,105,4
17327,120,5
17328,25,1
17328,105,3
17328,105,4
17328,20,5
17329,150,1
17329,105,3
17329,105,4
17329,120,5
17330,75,1
17330,105,3
17330,105,4
17330,60,5
17331,300,1
17331,105,3
17331,105,4
17331,240,5
17332,150,1
17332,105,3
17332,105,4
17332,120,5
17333,150,1
17333,105,3
17333,105,4
17333,120,5
17334,150,1
17334,105,3
17334,105,4
17334,120,5
17335,150,1
17335,105,3
17335,105,4
17335,120,5
17336,150,1
17336,105,3
17336,105,4
17336,120,5
17337,150,1
17337,105,3
17337,105,4
17337,120,5
17338,300,1
17338,105,3
17338,105,4
17338,240,5
17339,150,1
17339,105,3
17339,105,4
17339,120,5
17340,150,1
17340,105,3
17340,105,4
17340,120,5
17341,150,1
17341,105,3
17341,105,4
17341,120,5
17342,300,1
17342,105,3
17342,105,4
17342,240,5
17344,150,1
17344,105,3
17344,105,4
17344,120,5
17345,150,1
17345,105,3
17345,105,4
17345,120,5
17346,150,1
17346,105,3
17346,105,4
17346,120,5
17347,150,1
17347,105,3
17347,105,4
17347,120,5
17348,150,1
17348,105,3
17348,105,4
17348,120,5
17349,150,1
17349,105,3
17349,105,4
17349,120,5
17350,25,1
17350,105,3
17350,105,4
17350,20,5
17351,75,1
17351,105,3
17351,105,4
17351,60,5
17352,150,1
17352,105,3
17352,105,4
17352,120,5
17353,300,1
17353,105,3
17353,105,4
17353,240,5
17354,150,1
17354,105,3
17354,105,4
17354,120,5
17355,25,1
17355,105,3
17355,105,4
17355,20,5
17356,150,1
17356,105,3
17356,105,4
17356,120,5
17357,75,1
17357,105,3
17357,105,4
17357,60,5
17359,150,1
17359,105,3
17359,105,4
17359,120,5
17477,12000,1
17477,4200,3
17477,4200,4
17477,9600,5
17477,128100,8
17479,12000,1
17479,4200,3
17479,4200,4
17479,9600,5
17479,128100,8
17481,12000,1
17481,4200,3
17481,4200,4
17481,9600,5
17481,128100,8
17483,2100,1
17483,735,3
17483,735,4
17483,1680,5
17483,36000,8
17486,2700,1
17486,945,3
17486,945,4
17486,2160,5
17489,900,1
17489,315,3
17489,315,4
17489,720,5
17501,1800,1
17501,630,3
17501,630,4
17501,1440,5
17503,900,1
17503,315,3
17503,315,4
17503,720,5
17505,900,1
17505,315,3
17505,315,4
17505,720,5
17507,900,1
17507,315,3
17507,315,4
17507,720,5
17509,900,1
17509,315,3
17509,315,4
17509,720,5
17511,900,1
17511,315,3
17511,315,4
17511,720,5
17513,900,1
17513,315,3
17513,315,4
17513,720,5
17515,900,1
17515,315,3
17515,315,4
17515,720,5
17517,900,1
17517,315,3
17517,315,4
17517,720,5
17519,900,1
17519,315,3
17519,315,4
17519,720,5
17521,1800,1
17521,630,3
17521,630,4
17521,1440,5
17523,900,1
17523,315,3
17523,315,4
17523,720,5
17525,900,1
17525,315,3
17525,315,4
17525,720,5
17527,1800,1
17527,630,3
17527,630,4
17527,1440,5
17529,900,1
17529,315,3
17529,315,4
17529,720,5
17537,900,1
17537,315,3
17537,315,4
17537,720,5
17539,900,1
17539,315,3
17539,315,4
17539,720,5
17541,900,1
17541,315,3
17541,315,4
17541,720,5
17543,900,1
17543,315,3
17543,315,4
17543,720,5
17545,900,1
17545,315,3
17545,315,4
17545,720,5
17550,900,1
17550,315,3
17550,315,4
17550,720,5
17552,900,1
17552,315,3
17552,315,4
17552,720,5
17554,900,1
17554,315,3
17554,315,4
17554,720,5
17556,900,1
17556,315,3
17556,315,4
17556,720,5
17558,900,1
17558,315,3
17558,315,4
17558,720,5
17561,1800,1
17561,630,3
17561,630,4
17561,1440,5
17620,6000,1
17620,2100,3
17620,2100,4
17620,4800,5
17635,12000,1
17635,4200,3
17635,4200,4
17635,9600,5
17637,18000,1
17637,6300,3
17637,6300,4
17637,14400,5
17649,1200,1
17649,420,3
17649,420,4
17649,960,5
17651,1200,1
17651,420,3
17651,420,4
17651,960,5
17653,1200,1
17653,420,3
17653,420,4
17653,960,5
17655,1200,1
17655,420,3
17655,420,4
17655,960,5
17657,1200,1
17657,420,3
17657,420,4
17657,960,5
17659,1200,1
17659,420,3
17659,420,4
17659,960,5
17661,1200,1
17661,420,3
17661,420,4
17661,960,5
17663,1200,1
17663,420,3
17663,420,4
17663,960,5
17665,1200,1
17665,420,3
17665,420,4
17665,960,5
17667,1200,1
17667,420,3
17667,420,4
17667,960,5
17669,1200,1
17669,420,3
17669,420,4
17669,960,5
17671,1200,1
17671,420,3
17671,420,4
17671,960,5
17673,1200,1
17673,420,3
17673,420,4
17673,960,5
17675,1200,1
17675,420,3
17675,420,4
17675,960,5
17677,1200,1
17677,420,3
17677,420,4
17677,960,5
17679,1200,1
17679,420,3
17679,420,4
17679,960,5
17681,1200,1
17681,420,3
17681,420,4
17681,960,5
17683,1200,1
17683,420,3
17683,420,4
17683,960,5
17685,1200,1
17685,420,3
17685,420,4
17685,960,5
17687,1200,1
17687,420,3
17687,420,4
17687,960,5
17689,1200,1
17689,420,3
17689,420,4
17689,960,5
17691,1200,1
17691,420,3
17691,420,4
17691,960,5
17693,1200,1
17693,420,3
17693,420,4
17693,960,5
17695,1200,1
17695,420,3
17695,420,4
17695,960,5
17704,6000,1
17704,2100,3
17704,2100,4
17704,4800,5
17706,6000,1
17706,2100,3
17706,2100,4
17706,4800,5
17708,6000,1
17708,2100,3
17708,2100,4
17708,4800,5
17710,12000,1
17710,4200,3
17710,4200,4
17710,9600,5
17714,12000,1
17714,4200,3
17714,4200,4
17714,9600,5
17716,12000,1
17716,4200,3
17716,4200,4
17716,9600,5
17719,12000,1
17719,4200,3
17719,4200,4
17719,9600,5
17721,12000,1
17721,4200,3
17721,4200,4
17721,9600,5
17723,12000,1
17723,4200,3
17723,4200,4
17723,9600,5
17727,18000,1
17727,6300,3
17727,6300,4
17727,14400,5
17729,18000,1
17729,6300,3
17729,6300,4
17729,14400,5
17733,18000,1
17733,6300,3
17733,6300,4
17733,14400,5
17737,18000,1
17737,6300,3
17737,6300,4
17737,14400,5
17739,18000,1
17739,6300,3
17739,6300,4
17739,14400,5
17741,18000,1
17741,6300,3
17741,6300,4
17741,14400,5
17813,6000,1
17813,2100,3
17813,2100,4
17813,4800,5
17833,900,1
17833,315,3
17833,315,4
17833,720,5
17835,900,1
17835,315,3
17835,315,4
17835,720,5
17837,900,1
17837,315,3
17837,315,4
17837,720,5
17839,900,1
17839,315,3
17839,315,4
17839,720,5
17842,6000,1
17842,2100,3
17842,2100,4
17842,4800,5
17844,12000,1
17844,4200,3
17844,4200,4
17844,9600,5
17858,1200,1
17858,420,3
17858,420,4
17858,960,5
17860,1200,1
17860,420,3
17860,420,4
17860,960,5
17862,1200,1
17862,420,3
17862,420,4
17862,960,5
17864,1200,1
17864,420,3
17864,420,4
17864,960,5
17874,1800,1
17874,630,3
17874,630,4
17874,1440,5
17885,1800,1
17885,630,3
17885,630,4
17885,1440,5
17902,9360,1
17902,3276,3
17902,3276,4
17902,7488,5
17913,5460,1
17913,1911,3
17913,1911,4
17913,4368,5
17919,18000,1
17919,6300,3
17919,6300,4
17919,14400,5
17921,18000,1
17921,6300,3
17921,6300,4
17921,14400,5
17923,12000,1
17923,4200,3
17923,4200,4
17923,9600,5
17925,6000,1
17925,2100,3
17925,2100,4
17925,4800,5
17927,6000,1
17927,2100,3
17927,2100,4
17927,4800,5
17929,6000,1
17929,2100,3
17929,2100,4
17929,4800,5
17931,6000,1
17931,2100,3
17931,2100,4
17931,4800,5
17933,6000,1
17933,2100,3
17933,2100,4
17933,4800,5
17939,2700,1
17939,945,3
17939,945,4
17939,2160,5
17939,51000,8
18037,300,1
18037,105,3
18037,105,4
18037,240,5
18037,0,8
18039,300,1
18039,105,3
18039,105,4
18039,240,5
18039,0,8
18041,300,1
18041,105,3
18041,105,4
18041,240,5
18041,0,8
18043,300,1
18043,105,3
18043,105,4
18043,240,5
18043,0,8
18045,300,1
18045,105,3
18045,105,4
18045,240,5
18045,0,8
18047,300,1
18047,105,3
18047,105,4
18047,240,5
18047,0,8
18049,300,1
18049,105,3
18049,105,4
18049,240,5
18049,0,8
18051,300,1
18051,105,3
18051,105,4
18051,240,5
18051,0,8
18053,300,1
18053,105,3
18053,105,4
18053,240,5
18053,0,8
18055,300,1
18055,105,3
18055,105,4
18055,240,5
18055,0,8
18057,300,1
18057,105,3
18057,105,4
18057,240,5
18057,0,8
18059,300,1
18059,105,3
18059,105,4
18059,240,5
18059,0,8
18061,300,1
18061,105,3
18061,105,4
18061,240,5
18061,0,8
18063,300,1
18063,105,3
18063,105,4
18063,240,5
18063,0,8
18065,300,1
18065,105,3
18065,105,4
18065,240,5
18065,0,8
18067,300,1
18067,105,3
18067,105,4
18067,240,5
18067,0,8
18069,5460,1
18069,1911,3
18069,1911,4
18069,4368,5
18591,480,1
18591,168,3
18591,168,4
18591,384,5
18593,480,1
18593,168,3
18593,168,4
18593,384,5
18595,480,1
18595,168,3
18595,168,4
18595,384,5
18597,480,1
18597,168,3
18597,168,4
18597,384,5
18599,480,1
18599,168,3
18599,168,4
18599,384,5
18601,480,1
18601,168,3
18601,168,4
18601,384,5
18603,480,1
18603,168,3
18603,168,4
18603,384,5
18605,480,1
18605,168,3
18605,168,4
18605,384,5
18607,480,1
18607,168,3
18607,168,4
18607,384,5
18609,480,1
18609,168,3
18609,168,4
18609,384,5
18611,480,1
18611,168,3
18611,168,4
18611,384,5
18613,480,1
18613,168,3
18613,168,4
18613,384,5
18615,480,1
18615,168,3
18615,168,4
18615,384,5
18617,480,1
18617,168,3
18617,168,4
18617,384,5
18619,480,1
18619,168,3
18619,168,4
18619,384,5
18625,480,1
18625,168,3
18625,168,4
18625,384,5
18640,3600,1
18640,1260,3
18640,1260,4
18640,2880,5
18640,55200,8
19721,1500000,1
19721,21000,3
19721,21000,4
19721,1200000,5
19723,1500000,1
19723,21000,3
19723,21000,4
19723,1200000,5
19725,1500000,1
19725,21000,3
19725,21000,4
19725,1200000,5
19727,1500000,1
19727,21000,3
19727,21000,4
19727,1200000,5
19740,7020,1
19740,2457,3
19740,2457,4
19740,5616,5
19745,12000,1
19745,4200,3
19745,4200,4
19745,9600,5
19745,128100,8
19807,4680,1
19807,1638,3
19807,1638,4
19807,3744,5
19809,1800,1
19809,630,3
19809,630,4
19809,1440,5
19811,1800,1
19811,630,3
19811,630,4
19811,1440,5
19813,1800,1
19813,630,3
19813,630,4
19813,1440,5
19815,1800,1
19815,630,3
19815,630,4
19815,1440,5
19995,600,1
19995,210,3
19995,210,4
19995,480,5
20003,600,1
20003,210,3
20003,210,4
20003,480,5
20108,1800,1
20108,105,3
20108,105,4
20108,1440,5
20126,240000,1
20126,84000,3
20126,84000,4
20126,192000,5
20184,1500000,1
20184,21000,3
20184,21000,4
20184,1200000,5
20184,1485000,8
20186,1500000,1
20186,21000,3
20186,21000,4
20186,1200000,5
20186,1485000,8
20188,1500000,1
20188,21000,3
20188,21000,4
20188,1200000,5
20188,1485000,8
20190,1500000,1
20190,21000,3
20190,21000,4
20190,1200000,5
20190,1485000,8
20219,1800,1
20219,630,3
20219,630,4
20219,1440,5
20225,1800,1
20225,630,3
20225,630,4
20225,1440,5
20231,1800,1
20231,630,3
20231,630,4
20231,1440,5
20237,1800,1
20237,630,3
20237,630,4
20237,1440,5
20239,900,1
20239,315,3
20239,315,4
20239,720,5
20241,900,1
20241,315,3
20241,315,4
20241,720,5
20243,900,1
20243,315,3
20243,315,4
20243,720,5
20245,900,1
20245,315,3
20245,315,4
20245,720,5
20247,900,1
20247,315,3
20247,315,4
20247,720,5
20249,900,1
20249,315,3
20249,315,4
20249,720,5
20251,900,1
20251,315,3
20251,315,4
20251,720,5
20253,900,1
20253,315,3
20253,315,4
20253,720,5
20255,900,1
20255,315,3
20255,315,4
20255,720,5
20261,900,1
20261,315,3
20261,315,4
20261,720,5
20263,900,1
20263,315,3
20263,315,4
20263,720,5
20265,900,1
20265,315,3
20265,315,4
20265,720,5
20281,54000,1
20281,18900,3
20281,18900,4
20281,43200,5
20281,1021800,8
20344,2340,1
20344,819,3
20344,819,4
20344,1872,5
20346,2340,1
20346,819,3
20346,819,4
20346,1872,5
20348,2340,1
20348,819,3
20348,819,4
20348,1872,5
20350,2340,1
20350,819,3
20350,819,4
20350,1872,5
20352,4680,1
20352,1638,3
20352,1638,4
20352,3744,5
20354,7020,1
20354,2457,3
20354,2457,4
20354,5616,5
20368,900,1
20368,315,3
20368,315,4
20368,720,5
20445,36000,1
20445,12600,3
20445,12600,4
20445,28800,5
20447,36000,1
20447,12600,3
20447,12600,4
20447,28800,5
20449,36000,1
20449,12600,3
20449,12600,4
20449,28800,5
20451,36000,1
20451,12600,3
20451,12600,4
20451,28800,5
20453,36000,1
20453,12600,3
20453,12600,4
20453,28800,5
20455,36000,1
20455,12600,3
20455,12600,4
20455,28800,5
20540,36000,1
20540,12600,3
20540,12600,4
20540,28800,5
20556,900,1
20556,315,3
20556,315,4
20556,720,5
20558,1800,1
20558,630,3
20558,630,4
20558,1440,5
20560,2700,1
20560,945,3
20560,945,4
20560,2160,5
20562,4500,1
20562,1575,3
20562,1575,4
20562,3600,5
20564,4500,1
20564,1575,3
20564,1575,4
20564,3600,5
20566,3600,1
20566,1260,3
20566,1260,4
20566,2880,5
20568,900,1
20568,315,3
20568,315,4
20568,720,5
20570,900,1
20570,315,3
20570,315,4
20570,720,5
20574,1800,1
20574,630,3
20574,630,4
20574,1440,5
20576,1800,1
20576,630,3
20576,630,4
20576,1440,5
20578,1800,1
20578,630,3
20578,630,4
20578,1440,5
20580,1800,1
20580,630,3
20580,630,4
20580,1440,5
20582,1800,1
20582,630,3
20582,630,4
20582,1440,5
20588,900,1
20588,315,3
20588,315,4
20588,720,5
20590,1800,1
20590,630,3
20590,630,4
20590,1440,5
20592,2700,1
20592,945,3
20592,945,4
20592,2160,5
20594,900,1
20594,315,3
20594,315,4
20594,720,5
20596,900,1
20596,315,3
20596,315,4
20596,720,5
20598,1800,1
20598,630,3
20598,630,4
20598,1440,5
20600,1800,1
20600,630,3
20600,630,4
20600,1440,5
20602,2700,1
20602,945,3
20602,945,4
20602,2160,5
